1 - | Kصحيح
3025 - | S [3025 - ش - (أغيلمة) تصغير أغلمة. والمراد الصبيان. ولذلك صغرهم. ونصبه على الاختصاص. (حمرات) جمع حمر جمع حمار. (يلطح أفخاذنا) في النهاية اللطح الضرب بالكف وليس بالشديد (أبيني) في النهاية قال أبو عبيدة هو تصغير بني جمع ابن مضافا إلى النفس.]Kصحيح
3026 - | Kصحيح
3027 - | S [3027 - ش - (ثبطة) أي ثقيلة بطيئة من التثبيط وهو التعويض والشغل عن المراد(تدفع) في النهاية دفع من عرفات أي ابتدأ السير ودفع نفسه منها ونحاها. أو دفع ناقته وحملها على السير.Kصحيح
3028 - | Kحسن
3029 - | Kصحيح
3030 - | S [3030 - ش - (استبطن الوادي) أي طلب بطن الوادي ليقوم فيه للرمي. واستقبل الكعبة.]Kصحيح
3031 - | Kحسن
3032 - | Kصحيح
3033 - | Zفي الزوائد في إسناده سويد بن سعيد مختلف فيه.Kصحيح لغيره
3034 - | Kصحيح
3035 - | Kصحيح
3036 - | Kصحيح
3037 - | S [3037 - ش - (في البيتوتة) أي في شأن البيتوتة بمنى. أو في أيام البيتوتة بمنى. أو رخص في البيتوتة خارج منى. أو في ترك البيتوتة.]Kصحيح
3038 - | Kضعيف
3039 - | Zفي الزوائد إسناده صحيح. وأيوب هو السختيانيS [3039 - ش - (لبى حتى رمى العقبة) أي استمر على التلبية حتى رمى الجمرة أي حتى شرع فيه أو فرغ منه.]Kصحيح
3040 - | Kصحيح
3041 - | Kصحيح
3042 - | Kصحيح
3043 - | Kصحيح
3044 - | Kصحيح
3045 - | S [3045 - ش - (ظاهرت للمحلقين) أي أعنتهم وأيدتهم بالدعاء لهم ثلاث مرات(إنهم لم يشكوا) أي ماعاملوا معاملة من يشك في أن الاتباع أحسن. وأما من قصر فقد عامل معاملة الشاك في ذلك حيث ترك فعله صلى الله عليه وسلم.]Kحسن
3046 - | S [3046 - ش - (إني لبدت رأسي) التلبيد هو أن يجمع شعر الرأس بشيء كالصمغ عند الإحرام لئلا تنتتف بقلة الدهن ولا يكثر فيه القمل من طول المكث في الإحرام.]Kصحيح
3047 - | Kصحيح
3048 - | S [3048 - ش - (كل فجاج مكة) الفجاج جمع فج. وهو الطريق الواسع.]Kحسن صحيح
3049 - | S [3049 - ش - (إلا يلقي) من الإلقاء. أي يرمي بهما. مشيرا بهما إلى أنه لاحرج.Kصحيح
3050 - | Kصحيح
3051 - | Kصحيح
3052 - | Zفي الزوائد إسناده صحيح ورجاله ثقات.Kحسن صحيح
3053 - | Kصحيح
3054 - | Kضعيف الإسناد
3055 - | S [3055 - ش - (أي يوم أحرم) أي أشد حرمة وأكثر احتراما. (فإن دماءكم) أريد أن دم كل واحد حرام عليه وعلى غيره. (وأموالكم) المراد أن مال كل واحد حرام على غيره لاعليه. إلا في الباطل. فقد يصير حراما عليه أن يصرفه فيه. (ألا لا يجني الخ) أي لا يرجع وبال جنايته من الإثم أو القصاص إلا إليه(موضوع) أي باطل لا يطلب ولا يوجد. (ألا يا أمتاه) نداء لمن حضر هناك من أمة الإجابة.]Kصحيح
3056 - | Zفي الزوائد هذا إسناد فيه محمد بن إسحاق وهو مدلس. وقد رواه بالعنعنة. والمتن على حاله صحيحS [3056 - ش - هذا مكرر للحديث رقم (230) وقد شرحته هناك شرحا مستوفي فليرجع إليه.]Kصحيح
3057 - | Zفي الزوائد إسناده صحيحS [3057 - ش - (المخضرمة) من خضرم كدحرج. أي التي قطع طرف أذنها(ألا وإني فرطكم) أي المهيء لكم ما تحتاجون إليه. (فلا تسودوا وجهي) بأن تكثروا المعاصي فلا تصلحوا لأن يفتخر بمثلكم.]Kصحيح
3058 - | Kصحيح
3059 - | Kشاذ
3060 - | S [3060 - ش - (لم يرمل) من الرمل وهو الهرولة من باب نصر.]Kصحيح
3061 - | Zفي الزوائد هذا إسناد صحيح رجاله موثقونS [3061 - ش - (وتنفس ثلاثا) أي في أثناء الشرب. لكن بإبانة الإناء عن الفم(وتضلع منها) أي أكثر من الشرب حتى يمتلئ جنبك وأضلاعك. (آية ما بيننا) أي علامة الفرق الذي هو بين الفريقين.]Kضعيف
3062 - | Zقال السيوطي في حاشية الكتاب هذا الحديث مشهور على الألسنة كثيرا. واختلف الحفاظ فيه. فمنهم من صححه ومنهم من حسنه ومنهم من ضعفه. والمعتمد الأولوفي الزوائد هذا إسناد ضعيف لضعف عبد الله بن المؤمل. وقد أخرجه الحاكم في المستدرك من طريق ابن عباس. وقال هذا حديث صحيح الإسنادقال السندي قلت وقد ذكر العلماء أنهم جربوه فوجدوه كذلك.Kصحيح
3063 - | S [3063 - ش - (صلى على وجهه حين دخل) أي صلى في الجهة التي وجهه صلى الله عليه وسلم كان فيها وقت الدخول عن يمينه وكان مال إلى جهة اليمين.]Kصحيح
3064 - | S [3064 - ش - (أتعبت أمتي) أي فعلت ماكان سببا لوقوعهم في المشقة والتعب لقصدهم الاتباع لي في دخولهم الكعبة وذاك لا يتيسر لغالبهم إلا بتعب.]Kضعيف
3065 - | Kصحيح
3066 - | Kضعيف الإسناد
3067 - | S [3067 - ش - (أسمح لخروجه) أي أسهل.]Kصحيح
3068 - | Zفي الزوائد إسناده صحيح رجاله ثقات على شرط مسلمS [3068 - ش - (ادلج) الادلاج هو السير آخر الليل.]Kصحيح
3069 - | S [3069 - ش - (وأبو بكر وعمر وعثمان) أي موافقة الخلفاء على ذلك يدل على أنهم رأوه من النسك. فبين للناس ذلك.]Kصحيح
3070 - | Kصحيح
3071 - | Zفي الزوائد في إسناده إبراهيم هو ابن إسماعيل المكي الفربري. ضعفه أحمد وغيره.Kصحيح
3072 - | S [3072 - ش - (أحابستنا هي) أي أخرت طواف الإفاضة حتى يلزمنا الإقامة لأجلها إلى أن تطوف بعد الفراغ من الحيض فتصير حابسة لنا عن الخروج إلى المدينة.]Kصحيح
3073 - | S [3073 - ش - (عقري حلقي) في النهاية أي عقرها الله وأصابها بعقر في جسدها. وظاهره الدعاء عليها وليس بدعاء في الحقيقة. وهو في مذهبهم معروف. قال أبو عبيد الصواب عقرا حلقا لأنهما مصدرا عقر وحلق. وقال سيبويه عقرته إذا قلت له. عقرا. وهو من باب سقيا ورعيا وجدعا. قال الزمخشري هما صفتان للمرأة المشئومة أي أنها تعقر قومها وتحلقهم أي تستأصلهم من شؤمها عليهم. ومحلها الرفع على الخبرية. أي هي عقري وحلقي. ويحتمل أن يكونا مصدرين علىفعلى بمعنى العقر والحلق. كالشكوى للشكو. وقيل الألف للتأنيث مثلها في غضبي وسكري.]Kصحيح
3074 - | S [3074 - ش - (فأهوى بيده إلى رأسي) أي مدها إليه.(فحل زري) هو واحد أزرار القميص. فعل ذلك إظهارا للمحبة وإعلاما بالمودة لأجل بيت النبوة.(نساجة) ضرب من الملاحف منسوج. كأنها سيمت بالمصدر. (المشجب) أعواد تضم رؤوسها ويفرج بين قوائمها توضع عليها الثياب(فقال بيده) أي أشار بيده.(فأذن) أي نادى.(حاج) أي خارج إلى الحج(يلتمس) أي يطلب ويقصد.(يأتم) أي يقتدى ويعمل بمثل عمله(واستثفري) هو أن تشد فرجها بخرقة لتمنع سيلان الدم.(القصواء) هي لغة الناقة التي قطع طرف أذنها. وقيل اسم لناقته صلى الله عليه وسلم بلا قطع أذن. وقيل بل للقطع.(استوت به ناقته) أي علت به أو قامت مستوية على فوائمها. والمراد أنه بعد تمام طلوع البيداء لافي أثناء طلوعه(البيداء) المفازة. وههنا اسم موضع قريب من مسجد ذي الحليفة. (مد بصري) أي منتهى بصري. وأنكر بعض أهل اللغة ذلك. وقال الصواب مدى بصري. قال النووي ليس بمنكر. بل هما لغتان. والمد أشهر-[1023]-(نبدأ بما بدأ الله به) يفيد أن بداية الله تعالى ذكرا تقتضي البداءة عملا(حتى إذا انصبت قدماه) أي انحدرتا بالسهولة حتى وصلتا إلى بطن الوادي(حتى إذا صعدتا) أي خرجتا من البطن إلى طرفه الأعلى-[1024]-(دخلت العمرة في الحج) أي حلت في أشهر الحج وصحت. (بل لأبد الأبد) أي آخر الدهر(بدن) جمع بدنة وهي ناقة أو بقرة تنحر بمكة. سميت بذلك لأنهم كانوا يسمنونها(محرشا) من التحريش وهو الإغراء.(نمرة) في النهاية هو الجبل الذي عليه أنصاب الحرم بعرفات(فأجاز) أي جاوز مزدلفة.(زاغت الشمس) أي زالت(فرحلت) أي جعل عليها الرحل.(بطن الوادي) هو وادي عرنة(إن دماءكم) قيل تقديره سفك دم واحد حرام. إذ الذوات لا توصف بتحريم ولا تحليل-[1025]-(تحت قدمي) إبطال لأمور الجاهلية بمعنى أنه لامؤاخذة بعد الإسلام بما فعله في الجاهلية. ولاقصاص ولا دية ولا كفارة بما وقع في الجاهلية من القتل. ولا يؤخذ الزائد على رأس المال بما وقع في الجاهلية من عقد الربا.(بأمانة الله) أي ائتمنكم عليهن. فيجب حفظ أمانته وصيانتها عن الضياع بمراعاة الحقوق. (بكلمة الله) أي إباحته وحكمه قيل المراد بها الإيجاب والقبول.(أن لا يوطئن) قال الخطابي معناه أن لا يأذن لأحد من الرجال يدخل فيتحدث إليهن. وكان عادة العرب تحديث الرجال إلى النساء. قال النووي المختار لا يأذن لأحد تكرهون دخوله في بيوتكم سواء كان رجلا أو إمرأة أجنبيا أومحرما منها.(مبرح) أي غير شديد ولا شاق.(وينكبها) أي يميلها. يقال نكبت الإناء نكبا ونكبته تنكيبا إذا أماله وكبه.(إلى الصخرات) هي صخرات مفترشات في أسفل جبل الرحمة اه -. نووي(حبل المشاة) أي مجتمعهم. (شنق القصواء بالزمام) أي ضم وضيق-[1026]-(مورك رحله) المورك والموركة المرفقة التي تكون عند قادمة الرحل. يضع الراكب رجله عليها ليستريح من وضع رجله في الركاب. أراد أنه كان قد بالغ في جذب رأسها إليه ليكفها عن السير. اه - النهاية.(السكينة السكينة) أي الزموها.(حبلا من الحبال) قيل الحبال في الرمل كالجبال في غير الرمل. اه - نهاية. (أرخى لها) أي أرخى للقصواء الزمام.(أسفر جدا) الضمير في أسفر يعود إلى الفجر المذكور أولا. وقوله جدا أي إسفارا بليغا. يعني أضاء إضاءة تامة.(وسيما) أي حسنا وضيئا.(الظعن) جمع ظعينة. وأصل الظعينة البعير الذي عليه امرأة. ثم تسمى به المرأة مجازا.(محسرا) موضع معلوم.(حصى الخذف) أي حصى صغار بحيث يمكن أن يرمي بأصبعين. والخذف في الأصل مصدر سمي به. يقال خذفت الحصاة ونحوها خذفا من باب ضرب إذا رميتها بطرفي الإبهام والسبابة.(ما غبر) أي ما بقى(ببضعه) أي بقطعة من اللحم.-[1027]-(لولا أن تغلبكم الناس) تبركا بفعله واتباعا له. أو لعدهم ذلك من المناسك.]Kصحيح، م بلفظ «أبدأ» ، وهو الصواب
