hadithnumber,arabicnumber,text,book,hadith,Abu Ghuddah,Al-Albani,Zubair Ali Zai
702,702,"Enes b. Mâlik (radıyallahü anh)’den rivâyete göre, şöyle demiştir: Rasûlüllah (sallallahü aleyhi ve sellem), Mekke’den Medine’ye hicret edip geldiğinde şehir merkezine yakın olan Amr b. Avf oğulları mahallesinde konakladı ve orada on dört gün kaldı. Sonra Neccar oğullarından bir guruba haber gönderdi, onlar da kılıçlarını kuşanıp geldiler. Devesi üzerinde Peygamber (sallallahü aleyhi ve sellem) terkisinde Ebû Bekir çevrelerinde, Benî Neccar heyeti olduğu halde yola çıktıklarını halen görür gibiyim. Nihayet Ebû Eyyûb’un bahçesinin olduğu yere varmıştı. O güne kadar Rasûlüllah (sallallahü aleyhi ve sellem), namaz vakti gelince nerede bulunursa orada namazını kılıyordu. Hatta koyun ağıllarında bile. Sonra mescid yapılmasını emretti. Beni Neccar’dan bir cemaate haber gönderdi, onlar gelince; Rasûlüllah (sallallahü aleyhi ve sellem): Neccar oğulları, şu bahçenizin değerini söyleyin de bedelini ödeyeyim) buyurdu. Onlar da: istemeyiz ama, Allah rızası için veririz) dediler. diyor ki: O bahçede müşriklere ait kabirler, yıkıntı halinde binalar ve hurma ağaçları vardı. Rasûlüllah (sallallahü aleyhi ve sellem)’in emri üzerine müşrik mezarları düzeltildi, hurma ağaçları kesildi. Harabe halindeki binalar düzeltildi, kesilen hurma ağaçları mescidin kıble tarafına sıra halinde dizildiler. Kapı olacak yerin sağı ve solu taştan yapıldı. Sonra kaya ve taş parçaları taşınmaya başlandı. Bu işi yaparken Rasûlüllah (sallallahü aleyhi ve sellem)’in de katılımıyla şöyle söylüyorlardı: ahiret hayrı dışında hayır yoktur. Bu hayırlı iş için Ensar ve Muhacirlere yardım et.) (Buhârî, Salat: 48; Ebû Dâvûd, Salat:)",8,15,Sahih,Sahih,Sahih - Agreed Upon
703,703,"Âişe (radıyallahü anha)’dan ve İbn Abbâs (radıyallahü anh)‘dan rivâyete göre, şöyle diyorlar: sallallahü aleyhi ve sellem), ölüm hastalığına yakalandığında örtüsünü yüzüne örtüyor, ateşlendiğinde ise çekiyordu. Bu durumda iken şöyle buyurdu: Yahudi ve Hristiyanlara lanet etsin çünkü onlar peygamberlerinin kabirlerini mescid edindiler.) (Dârimi, Salat: 120; Müslim, Mesacid:)",8,16,Sahih,Sahih,Sahih - Agreed Upon
704,704,"Âişe (radıyallahü anha)’dan rivâyete göre; Ümmü Seleme ve Ümmü Habibe, Habeşistan’da içerisinde çeşitli resimlerin bulunduğu bir kilise gördüklerini söylediler. Bunun üzerine Rasûlüllah (sallallahü aleyhi ve sellem): aralarında yaşayan iyi bir kimse öldüğünde kabri üzerine mescid yaparlar ve içersine de öyle resimler yaparlar. Kıyamet gününde yaratıkların en kötüleri işte onlardır) buyurdu. (Dârimi, Salat: 120; Müslim, Mesacid:)",8,17,Sahih,Sahih,Sahih - Agreed Upon
705,705,"Ebû Hüreyre (radıyallahü anh)’den rivâyete göre, Rasûlüllah (sallallahü aleyhi ve sellem) şöyle buyurdu: kimse mescide gitme niyetiyle evinden çıktığında, attığı her adımdan dolayı kendisine bir sevab yazılır ve bir günah silinir.) (Ebû Dâvûd, Salat: 49; İbn Mâce, Mesacid:)",8,18,Sahih,Sahih,Isnaad Sahih
706,706,"Sâlim (radıyallahü anh), babasından naklederek şöyle demiştir: Rasûlüllah (sallallahü aleyhi ve sellem) şöyle buyurdu: karısı camiye gitmek istediğinde ona engel olmasın.) (Ebû Dâvûd, Salat: 53; Dârimi, Salat:)",8,19,Sahih,Sahih,Sahih - Agreed Upon
707,707,"Câbir (radıyallahü anh)’den rivâyete göre, Rasûlüllah (sallallahü aleyhi ve sellem) şöyle buyurdu: şu sebzeyi yerse -ilk gün sadece sarımsağı söylemişti daha sonra soğan ve pırasayı da ilave etti- mescidlerimize yaklaşmasın. Çünkü; Melekler, insanların rahatsız oldukları şeylerden rahatsız olurlar.) (Müslim, Mesacid: 17; Tirmizî, Et’ıme:)",8,20,Sahih,Sahih,Sahih - Agreed Upon
708,708,"Ma’dan b. ebi Talha (radıyallahü anh)’dan rivâyete göre, Ömer b. Hattab şöyle demiştir: insanlar! Siz soğan ve sarımsak gibi kötü kokulu şeylerden yiyorsunuz, ben şahidim ki; Rasûlüllah (sallallahü aleyhi ve sellem), bunların kokusunu bir kimsede hissetse onu mescidden çıkarıp Baki tarafına gönderiyordu. Bu sebeple kim bu iki şeyden yemek isterse pişirerek kokusunu gidersin ve öyle yesin.) (Müslim, Mesacid: 17; Tirmizî, Et’ıme:)",8,21,Sahih,Sahih,Sahih Muslim
709,709,"Âişe (radıyallahü anha)’dan rivâyete göre, şöyle demiştir: Rasûlüllah (sallallahü aleyhi ve sellem) itikaf etmek istediğinde sabah namazını kılar ve gireceği yere girerdi. Bir defa Ramazan’ın son on gününde itikafa girmek istedi ve emretti de kendisi için mescidde çadır kuruldu. Hanımlarından Hafsa’da kendisi için çadır kurulmasını emretti. Hafsa’nın çadırını görünce Zeyneb’te çadır kurulmasını emretti, onun için de bir çadır kuruldu. Bütün bunları Rasûlüllah (sallallahü aleyhi ve sellem) görünce: yaptığınız şeyin ibadet ve kullukla ilgisi var mı?) O yıl Ramazanda (bu hareketlere kızıp) itikafa girmedi ve şevval ayının on gününde itikafa girdi. (Müslim, Mesacid: 9; Buhârî, Salat:)",8,22,Sahih,Sahih,Sahih - Agreed Upon
710,710,"Âişe (radıyallahü anha)’dan rivâyete göre, şöyle demiştir: Sa’d, Hendek savaşında Kureyşli birinin attığı bir okla yara almıştı da; Rasûlüllah (sallallahü aleyhi ve sellem) onun için sık ziyaret imkanı olsun diye mescide çadır kurdurmuştu. (Buhârî, Salat: 77; Müslim, Mesacid:)",8,23,Sahih,Sahih,Sahih - Agreed Upon
711,711,"Amr b. Süleym ez Züreki (radıyallahü anh), Ebû Katade’den şunları duyduğunu söyledi: oturuyorduk, Rasûlüllah (sallallahü aleyhi ve sellem) yanımıza çıkageldi sırtında Ebû’l Âs b. Rabi’in kızı Ümâme’yi –Ümâme’nin annesi Rasûlülah’ın kızı Zeyneb’tir- Rasûlüllah (sallallahü aleyhi ve sellem), çoçuk omuzunda olduğu halde namazını kılıyordu. Rükû’ya gideceğinde çocuğu yere bırakıyor, kalkarken tekrar alıyordu ve bu şekilde namazını bitirmişti.) (Müslim, Mesacid: 9; Buhârî, Salat:)",8,24,Sahih,Sahih,Sahih - Agreed Upon
712,712,"Said b. ebi Said (radıyallahü anh), Ebû Hureyre’den şunları işittiğini söylemiştir: Rasûlüllah (sallallahü aleyhi ve sellem), Necid tarafına bir müfreze göndermişti. Bu müfreze, Benî Hanife’ye mensup; Yemamelilerin efendilerinden Sümâme b. Üsal isimli birini esir alıp getirmişlerdi. Bu kimse mescidin direklerinden birine bağlanmıştı. Bu hadis kısa olarak zikredildi. (Buhârî, Salat: 76; Müslim, Cihad ve Siyer:)",8,25,Sahih,Sahih,Sahih - Agreed Upon
713,713,"Abdullah b. Abbâs (radıyallahü anh)’dan rivâyete göre: sallallahü aleyhi ve sellem), veda haccında, Kâbe’yi devesi üzerinde tavaf edip; Hacer’ül Esvedi de bastonuyla istilâm ediyordu.) (Buhârî, Salat: 76; Tirmizî, Hac:)",8,26,Sahih,Sahih,Sahih - Agreed Upon
714,714,"Amr b. Şuayb (radıyallahü anh)’ın babasından ve dedesinden aktardığına göre, Rasûlüllah (sallallahü aleyhi ve sellem), Cuma günü mescidlerde halkalar yaparak oturmayı ve mescidlerde alışveriş yapmayı yasakladı. (Tirmizî, Salat: 240; Buhârî, Salat:)",8,27,Hasan,Hasan,Isnaad Hasan
715,715,"Yine Amr b. Şuayb (radıyallahü anh), babasından ve dedesinden aktararak; (Peygamber (sallallahü aleyhi ve sellem), mescidlerde karşılıklı şiir okumayı yasakladığını bize bildirdi.) (Buhârî, Salat: 68; İbn Mâce, Mesacid:)",8,28,Hasan,Hasan,Isnaad Hasan
716,716,"Said b. Müseyyeb (radıyallahü anh)’den rivâyete göre, şöyle demiştir: Bir defasında Ömer, Hassan b. Sabit’e mescidde şiir söylerken uğramıştı da bu işten hoşlanmayıp ona dik dik bakmıştı. Bunun üzerine Hassan b. Sabit: Ömer, vaktiyle ben, bu mescidde senden daha hayırlı bir zat olan Peygamber (sallallahü aleyhi ve sellem) varken de şiir söylerdim) dedi ve Ebû Hüreyre’ye dönerek şöyle dedi: Ebû Hüreyre! Rasûlüllah (sallallahü aleyhi ve sellem), haydi sende benim adıma müşriklere cevap ver) dediğini ve: onu Ruhûl Kudûsle destekle) diye dua ettiğini işitmedin mi?) deyince, Ebû Hureyre: şahittir ki evet, öyle olmuştu) diye cevap vermişti. (İbn Mâce, Mesacid: 5; Buhârî, Salat:)",8,29,Sahih,Sahih,Sahih - Agreed Upon
717,717,"Câbir (radıyallahü anh)’den rivâyete göre, şöyle demiştir: Bir adam gelip mescidde kaybettiği bir şeyi bulmak için bağırmaya başlamıştı da Rasûlüllah (sallallahü aleyhi ve sellem): buyurdu. (Dârimi, Salat: 118; Buhârî, Salat:)",8,30,Sahih,Sahih,Sahih
718,718,"Süfyan (radıyallahü anh)’dan rivâyete göre, şöyle demiştir: Amr’a; (Câbir’in şöyle dediğini duydun mu?) dedim. Bir adam yanında oklarla mescide girmişti de Rasûlüllah (sallallahü aleyhi ve sellem) ona: sivri taraflarını elinle tut demişti) Amr da: dedi. (Dârimi, Salat: 119; Buhârî, Salat:)",8,31,Sahih,Sahih,Sahih - Agreed Upon
719,719,"Esved (radıyallahü anh)’ten rivâyet edildiğine göre, şöyle demiştir: ve Alkame, Abdullah b. Mes’ud’un yanına vardık. Bize dedi ki: kıldınız mı?) Biz de hayır dedik. (Kalkın ve namaz kılın) dedi. Bizde onu imam kabul ederek arkasına durduk. Birimizi sağ tarafına diğerimizi de sol tarafına alarak ezansız ve kametsiz namaz kıldı. Rükû’a vardığında parmaklarını birbirine kenetleyip iki dizi arasına koyuyordu ve şöyle diyordu: sallallahü aleyhi ve sellem)’in böyle yaptığını gördüm.) (Müslim, Mesacid: 5; Ebû Dâvûd, Salat:)",8,32,Sahih,Sahih,Sahih Muslim
720,720,,8,33,,,Sahih
721,721,"Abbad b. Temim (radıyallahü anh) amcasından aktararak şöyle diyor: Amcam Rasûlüllah (sallallahü aleyhi ve sellem)’i mescidde sırtüstü yatarak bir ayağını diğeri üzerine atmış şekilde gördüğünü söylemiştir. (Buhârî, Salat: 85; Müslim, Mesacid:)",8,34,Sahih,Sahih,Sahih - Agreed Upon
722,722,"İbn Ömer (radıyallahü anh)’den rivâyete göre, (O, Peygamber (sallallahü aleyhi ve sellem)’in zamanında genç ve bekar iken Medine mescidinde yatıp uyurdu.) (Tirmizî, Salat: 239; Dârimi, Salat:)",8,35,Sahih,Sahih,Sahih - Agreed Upon
723,723,"Enes (radıyallahü anh)’den rivâyete göre, şöyle demiştir: Rasûlüllah (sallallahü aleyhi ve sellem) şöyle buyurdu: tükürmek günahtır, onun keffareti ise onu yok etmektir.) (Müslim, Mesacid: 13; Buhârî, Salat:)",8,36,Sahih,Sahih,Sahih - Agreed Upon
724,724,"İbn Ömer (radıyallahü anh)’den rivâyete göre, Rasûlüllah (sallallahü aleyhi ve sellem), mescidin kıble duvarında bir balgam gördü ve onu yok edip insanlara dönerek şöyle buyurdu: namaz kılarken kıble yönüne doğru tükürmesin çünkü, Allah; namaz kılan kimsenin ön tarafındadır.) (Müslim, Mesacid: 13; Muvatta', Kıble:)",8,37,Sahih,Sahih,Sahih - Agreed Upon
725,725,"Ebû Said el Hudri (radıyallahü anh)’den rivâyete göre, Rasûlüllah (sallallahü aleyhi ve sellem), Mescidin kıble duvarında bir balgamlı tükrük gördü ve bir çakıl taşıyle onu kazıdı. ve şöyle buyurdu: önüne ve sağına tükürmesin. Tükürmesi gerekiyorsa soluna veya sol ayağının altına tükürsün.) (Müslim, Mesacid: 13; İbn Mâce, Salat:)",8,38,Sahih,Sahih,Sahih - Agreed Upon
726,726,"Tarık b. Abdullah el Muharibi (radıyallahü anh)’dan rivâyete göre, şöyle demiştir: Rasûlüllah (sallallahü aleyhi ve sellem) şöyle buyurdu: kılarken sakın önüne ve sağına tükürme. Eğer kimse yoksa arka tarafına ve sol tarafına tükür. Başkaları varsa o zaman şöyle yap dedi ve ayağının altına tükürüp ayağıyla yok etti.) (Müslim, Mesacid: 13; Buhârî, Salat:)",8,39,Sahih,Sahih,Isnaad Sahih
727,727,"Ebû’l Ala b. Şıhhir (radıyallahü anh), babasından şunu aktarıyor: sallallahü aleyhi ve sellem) in tükürdüğünü ve sol ayağıyla yok ettiğini gördüm.) (Müslim, Mesacid: 13; Buhârî, Salat:)",8,40,Sahih,Sahih,Sahih Muslim
728,728,"Enes b. Mâlik (radıyallahü anh)’den rivâyete göre, şöyle demiştir: Rasûlüllah (sallallahü aleyhi ve sellem) Mescidin kıble duvarında bir tükrük gördü ve o kadar gazaplandı ki yüzü kıpkırmızı oldu. Ensardan bir kadın kalkarak tükrüğü kazıdı ve oraya güzel bir koku sürdü. Bunun üzerine Rasûlüllah (sallallahü aleyhi ve sellem) de (Ne güzel oldu) buyurdu. (Müslim, Mesacid: 13; İbn Mâce, Mesacid:)",8,41,Sahih,Sahih,Isnaad Sahih
729,729,"Abdülmelik b. Sait (radıyallahü anh)’den rivâyete göre, şöyle demiştir: Ebû Humeyd ve Ebû Useyd’ in şöyle söylediklerini işittim. Rasûlüllah (sallallahü aleyhi ve sellem) şöyle buyurdu: biriniz mescide girerken şöyle dua etsin: Bana rahmet kapılarını aç.) Çıkarken de: Sana yalvarır lütfundan isterim.) (Tirmizî, Salat: 234; Dârimi, Salat:)",8,42,Sahih,Sahih,Sahih Muslim
730,730,"Ebû Katade (radıyallahü anh)’den rivâyete göre, Rasûlüllah (sallallahü aleyhi ve sellem) şöyle buyurdu: mescide girdiğinde oturmadan önce iki rekat namaz kılsın.) (Tirmizî, Salat: 235; Dârimi, Salat:)",8,43,Sahih,Sahih,Sahih - Agreed Upon
731,731,"Abdullah b. Ka’b (radıyallahü anh)’tan rivâyete göre, şöyle demiştir: Ka’b b. Mâlik’in Tebük seferine katılamayışını anlatırken şöyle söylediğini işittim: Rasûlüllah (sallallahü aleyhi ve sellem) bir sabah Tebük gazvesinden dönüp Medine’ye geldi. Bir savaştan dönünce önce mescide girer iki rekat namaz kılar sonra insanların dertlerini dinlemek için otururdu. Yine aynı şekilde yapıp oturunca: Tebük seferine katılmayanlar özür dileyip yemin etmeye başladılar. Bunlar seksenden fazla idiler. Rasûlüllah (sallallahü aleyhi ve sellem) bunların söyledikleri özürlerini ve biatlarını kabul etti, onlar için istiğfar etti, onların iç yüzlerini de Allah’a havale etti. Bu sırada ben de geldim ve selâm verdim, Rasûlüllah (sallallahü aleyhi ve sellem) bana gazablı bir şekilde tebessüm etti ve şöyle dedi: Ben de gelip önüne oturdum, bana dedi ki: savaşa katılmaktan geri bırakan sebep Nedir? Sen Akabe’de biat etmemiş miydin?) Ben de: Allah’ın Rasûlü! Vallahi dünyada sizden başka kimin yanına otursam özür beyan ederek O’nun gazabından kurtulacağımı tahmin ederim. Çünkü ikna kabiliyetim çok fazladır. Fakat, Allah’a yemin olsun ki; şunu iyice anladım; bugün beni affetmeniz için yalan söylesem Allah benim yalan söylediğimi sana bildirerek bana karşı senin kızgınlığını artırır. Eğer size doğruyu söylesem yine bana kızarsınız ama doğruyu söylemekle Allah’ın beni affadeceğini umarım. Vallahi ben sizinle savaşa katılmayıp geri kaldığım günlerdeki kadar hiçbir vakit sağlam ve bolluk içerisinde olmadım.) Bunun üzerine Rasûlüllah (sallallahü aleyhi ve sellem): bu doğru söyledi dedi. Kalk ve; Allah senin hakkında bir hüküm verinceye kadar bekle) dedi. Bende belli bir süre bekledim. Bu hadis buradakinden daha uzuncadır. (Buhârî, Cihad ve Siyer: 197; Müslim, Salat-ül Müsafirin:)",8,44,Sahih,Sahih,Sahih - Agreed Upon
732,732,"Ebû Said b. Mualla (radıyallahü anh)’dan rivâyete göre, şöyle demiştir: sallallahü aleyhi ve sellem) zamanında biz çarşı ve pazara giderken mescide uğrar ve orada namaz kılardık.) (Sadece Nesâi rivâyet etmiştir)",8,45,Daif,Daif,Daif
733,733,"Ebû Hüreyre (radıyallahü anh)’den rivâyete göre, Rasûlüllah (sallallahü aleyhi ve sellem) şöyle buyurdu: biriniz namaz kıldığı yerde abdestini bozmaksızın beklediği sürece melekler onun için: Allah’ım! Onu bağışla, ona merhamet et diye dua ederler.) (Dârimi, Salat: 122; İbn Mâce, Mesacid:)",8,46,Sahih,Sahih,Sahih Bukhari
734,734,"Ayyaş b. Ukbe, Yahya b. Meymûn’dan aktararak şöyle diyor: Sehil b. Saidi’ den işittim şöyle diyordu: Rasûlüllah (sallallahü aleyhi ve sellem)’den işittim şöyle demişti: namaz vaktini bekleyen kimse namaz kılıyormuş gibi sevap kazanır.) (Dârimi, Salat: 122; İbn Mâce, Mesacid:)",8,47,Sahih,Sahih,Isnaad Hasan
735,735,"Abdullah b. Muğaffel (radıyallahü anh)’den rivâyete göre: sallallahü aleyhi ve sellem) deve ağıllarında namaz kılmayı yasaklamıştı.) (İbn Mâce, Mesacid: 12; Tirmizî, Salat:)",8,48,Sahih,Sahih,Hasan
736,736,"Câbir b. Abdullah (radıyallahü anh)’tan rivâyete göre, şöyle demiştir: Rasûlüllah (sallallahü aleyhi ve sellem) şöyle buyurdu: her tarafı benim için namazgah kılınmıştır ve temizdir. Ümmetimden kim nerede namaz vaktine ulaşırsa hemen oracıkta namazını kılıversin.) (Buhârî, Teyemmüm: 1; Dârimi, Salat:)",8,49,Sahih,Sahih,Sahih
737,737,"Enes b. Mâlik (radıyallahü anh)’den rivâyete göre, (Ümmü Süleym; Rasûlüllah (sallallahü aleyhi ve sellem)’den evine gelip orada namaz kılmasını istedi. Rasûlüllah (sallallahü aleyhi ve sellem)’in namaz kıldığı yeri de namazgah edineceğini söyledi. Bunun üzerine Rasûlüllah (sallallahü aleyhi ve sellem), Ümmü Süleym’in evine geldi. Ümmü Süleym hemen bir hasır seccade getirdi, yumuşasın diye üzerine su serpti. Rasûlüllah (sallallahü aleyhi ve sellem) o hasır üzerinde namaz kıldı, onlarda O’nunla birlikte namaz kıldılar.) (Dârimi, Salat: 101; Buhârî, Salat:)",8,50,Sahih Isnaad,Sahih Isnaad,Isnaad Sahih
738,738,"Meymune (radıyallahü anha)’dan rivâyete göre: sallallahü aleyhi ve sellem), humre denilen bir çeşit sergi üzerinde namaz kılardı.) (Müslim, Mesacid: 48; Dârimi, Salat:)",8,51,Sahih,Sahih,Sahih - Agreed Upon
739,739,"Ebû Hazım b. Dinar (radıyallahü anh)’dan rivâyete göre, bazı kimseler, Sehl b. Sa’d es Saidi‘nin yanına gelerek: Medine Mescidindeki Minberin hangi ağaçtan yapıldığında ihtilafa düşüp ona sordular Sehl‘de şunları anlattı: ben minberin hangi ağaçtan yapıldığını biliyorum. Hatta minberin yerine ilk konduğu günü de Rasûlüllah (sallallahü aleyhi ve sellem)’in oturduğu ilk günü de biliyorum. Rasûlüllah (sallallahü aleyhi ve sellem), bir kadına haber göndererek -Ravi Sehl’in o kadının ismini söylediğini fakat bu hadiste geçmediğini söylüyor- (Marangoz olan kölene emret insanlara konuşacağımda üzerine çıkacağım bir yer yapsın.) Bunun üzerine kadın, kölesine; Rasûlüllah (sallallahü aleyhi ve sellem)’in istediğini yapmasını emretti. Köle de ormandaki Tafra denilen ağaçtan isteneni yapıp getirdi. Kadın, bunu alıp Rasûlüllah (sallallahü aleyhi ve sellem)’e gönderdi. Rasûlüllah (sallallahü aleyhi ve sellem)’in emri üzerine bu minber işte şuraya kondu. Sonra Rasûlüllah (sallallahü aleyhi ve sellem) minberin üzerine çıkıp namaz kıldığını gördüm. Tekbir alıp namaza durdu, yine minber üzerinde rükû’a vardı sonra geri geri inerek yere secde etti sonra tekrar minbere çıktı, namazını bitirince insanlara dönerek şöyle buyurdu: insanlar: Benim namaz kıldığımı göresiniz ve bilesiniz ve Bana uyasınız diye böyle yaptım.) (Ebû Dâvûd, Salat: 222; Buhârî, Salat:)",8,52,Sahih,Sahih,Sahih - Agreed Upon
740,740,,8,53,Sahih,Sahih,Sahih Muslim
741,741,,8,54,Hasan Sahih,Hasan Sahih,Sahih
742,742,,9,1,Sahih,Sahih,Sahih
743,743,,9,2,Sahih,Sahih,Sahih
744,744,,9,3,Sahih,Sahih,Sahih
745,745,,9,4,Sahih,Sahih,Sahih
746,746,,9,5,Sahih,Sahih,Sahih Muslim
747,747,,9,6,Sahih,Sahih,Sahih - Agreed Upon
748,748,,9,7,Sahih,Sahih,Isnaad Sahih
749,749,,9,8,Sahih,Sahih,Sahih - Agreed Upon
750,750,,9,9,Sahih,Sahih,Sahih Muslim
751,751,,9,10,Sahih,Sahih,Isnaad Sahih
752,752,,9,11,Sahih,Sahih,Sahih - Agreed Upon
753,753,,9,12,Munkar Daif,Daif,Daif
754,754,,9,13,Sahih,Sahih,Isnaad Hasan
755,755,,9,14,Sahih,Sahih,Sahih - Agreed Upon
756,756,,9,15,Sahih,Sahih,Sahih - Agreed Upon
