hadithnumber,arabicnumber,text,book,hadith,Al-Albani,Muhammad Muhyi Al-Din Abdul Hamid,Shuaib Al Arnaut,Zubair Ali Zai
2213,2213,"حدثنا عثمان بن ابي شيبة، ومحمد بن العلاء، - المعنى - قالا حدثنا ابن ادريس، عن محمد بن اسحاق، عن محمد بن عمرو بن عطاء، - قال ابن العلاء ابن علقمة بن عياش - عن سليمان بن يسار، عن سلمة بن صخر، - قال ابن العلاء البياضي - قال كنت امرا اصيب من النساء ما لا يصيب غيري فلما دخل شهر رمضان خفت ان اصيب من امراتي شييا يتابع بي حتى اصبح فظاهرت منها حتى ينسلخ شهر رمضان فبينما هي تخدمني ذات ليلة اذ تكشف لي منها شىء فلم البث ان نزوت عليها فلما اصبحت خرجت الى قومي فاخبرتهم الخبر وقلت امشوا معي الى رسول الله صلى الله عليه وسلم . قالوا لا والله . فانطلقت الى النبي صلى الله عليه وسلم فاخبرته فقال "" انت بذاك يا سلمة "" . قلت انا بذاك يا رسول الله مرتين وانا صابر لامر الله فاحكم في ما اراك الله قال "" حرر رقبة "" . قلت والذي بعثك بالحق ما املك رقبة غيرها وضربت صفحة رقبتي قال "" فصم شهرين متتابعين "" . قال وهل اصبت الذي اصبت الا من الصيام قال "" فاطعم وسقا من تمر بين ستين مسكينا "" . قلت والذي بعثك بالحق لقد بتنا وحشين ما لنا طعام قال "" فانطلق الى صاحب صدقة بني زريق فليدفعها اليك فاطعم ستين مسكينا وسقا من تمر وكل انت وعيالك بقيتها "" . فرجعت الى قومي فقلت وجدت عندكم الضيق وسوء الراى ووجدت عند النبي صلى الله عليه وسلم السعة وحسن الراى وقد امرني - او امر لي - بصدقتكم زاد ابن العلاء قال ابن ادريس بياضة بطن من بني زريق",13,39,Hasan,Hasan,Daif,Daif
2214,2214,"حدثنا الحسن بن علي، حدثنا يحيى بن ادم، حدثنا ابن ادريس، عن محمد بن اسحاق، عن معمر بن عبد الله بن حنظلة، عن يوسف بن عبد الله بن سلام، عن خويلة بنت مالك بن ثعلبة، قالت ظاهر مني زوجي اوس بن الصامت فجيت رسول الله صلى الله عليه وسلم اشكو اليه ورسول الله صلى الله عليه وسلم يجادلني فيه ويقول "" اتقي الله فانه ابن عمك "" . فما برحت حتى نزل القران { قد سمع الله قول التي تجادلك في زوجها } الى الفرض فقال "" يعتق رقبة "" . قالت لا يجد قال "" فيصوم شهرين متتابعين "" . قالت يا رسول الله انه شيخ كبير ما به من صيام . قال "" فليطعم ستين مسكينا "" . قالت ما عنده من شىء يتصدق به قالت فاتي ساعتيذ بعرق من تمر قلت يا رسول الله فاني اعينه بعرق اخر . قال "" قد احسنت اذهبي فاطعمي بها عنه ستين مسكينا وارجعي الى ابن عمك "" . قال والعرق ستون صاعا قال ابو داود في هذا انها كفرت عنه من غير ان تستامره . وقال ابو داود وهذا اخو عبادة بن الصامت",13,40,Hasan,Hasan,,Daif
2215,2215,حدثنا الحسن بن علي، حدثنا عبد العزيز بن يحيى ابو الاصبغ الحراني، حدثنا محمد بن سلمة، عن ابن اسحاق، بهذا الاسناد نحوه الا انه قال والعرق مكتل يسع ثلاثين صاعا . قال ابو داود وهذا اصح من حديث يحيى بن ادم,13,41,Hasan,Hasan,,Daif
2216,2216,حدثنا موسى بن اسماعيل، حدثنا ابان، حدثنا يحيى، عن ابي سلمة بن عبد الرحمن، قال يعني بالعرق زنبيلا ياخذ خمسة عشر صاعا,13,42,Sahih,Sahih,Sahih,Daif
2217,2217,"حدثنا ابن السرح، حدثنا ابن وهب، اخبرني ابن لهيعة، وعمرو بن الحارث، عن بكير بن الاشج، عن سليمان بن يسار، بهذا الخبر قال فاتي رسول الله صلى الله عليه وسلم بتمر فاعطاه اياه وهو قريب من خمسة عشر صاعا قال "" تصدق بهذا "" . قال فقال يا رسول الله على افقر مني ومن اهلي فقال رسول الله صلى الله عليه وسلم "" كله انت واهلك",13,43,Hasan,Hasan,,Daif
2218,2218,قال ابو داود قرات على محمد بن وزير المصري قلت له حدثكم بشر بن بكر، حدثنا الاوزاعي، حدثنا عطاء، عن اوس، اخي عبادة بن الصامت ان النبي صلى الله عليه وسلم اعطاه خمسة عشر صاعا من شعير اطعام ستين مسكينا . قال ابو داود وعطاء لم يدرك اوسا وهو من اهل بدر قديم الموت والحديث مرسل وانما رووه عن الاوزاعي عن عطاء ان اوسا,13,44,Sahih,Sahih,,Daif
2219,2219,حدثنا موسى بن اسماعيل، حدثنا حماد، عن هشام بن عروة، ان جميلة، كانت تحت اوس بن الصامت وكان رجلا به لمم فكان اذا اشتد لممه ظاهر من امراته فانزل الله تعالى فيه كفارة الظهار,13,45,Sahih,Sahih,,Sahih
2220,2220,حدثنا هارون بن عبد الله، حدثنا محمد بن الفضل، حدثنا حماد بن سلمة، عن هشام بن عروة، عن عروة، عن عايشة، مثله,13,46,Sahih,Sahih,Sahih,Isnaad Sahih
2221,2221,"حدثنا اسحاق بن اسماعيل الطالقاني، حدثنا سفيان، حدثنا الحكم بن ابان، عن عكرمة، ان رجلا، ظاهر من امراته ثم واقعها قبل ان يكفر فاتى النبي صلى الله عليه وسلم فاخبره فقال "" ما حملك على ما صنعت "" . قال رايت بياض ساقيها في القمر . قال "" فاعتزلها حتى تكفر عنك",13,47,Sahih,Sahih,,Hasan
2222,2222,حدثنا الزعفراني، حدثنا سفيان بن عيينة، عن الحكم بن ابان، عن عكرمة، ان رجلا، ظاهر من امراته فراى بريق ساقها في القمر فوقع عليها فاتى النبي صلى الله عليه وسلم فامره ان يكفر,13,48,Sahih,Sahih,Hasan,Hasan
2223,2223,حدثنا زياد بن ايوب، حدثنا اسماعيل، حدثنا الحكم بن ابان، عن عكرمة، عن ابن عباس، عن النبي صلى الله عليه وسلم نحوه ولم يذكر الساق,13,49,Sahih,Sahih,,Isnaad Hasan
2224,2224,حدثنا ابو كامل، ان عبد العزيز بن المختار، حدثهم حدثنا خالد، حدثني محدث، عن عكرمة، عن النبي صلى الله عليه وسلم بنحو حديث سفيان,13,50,Sahih,Sahih,Sahih,Hasan
2225,2225,قال ابو داود سمعت محمد بن عيسى، يحدث به حدثنا المعتمر، قال سمعت الحكم بن ابان، يحدث بهذا الحديث ولم يذكر ابن عباس قال عن عكرمةقال ابو داود كتب الى الحسين بن حريث قال اخبرنا الفضل بن موسى، عن معمر، عن الحكم بن ابان، عن عكرمة، عن ابن عباس، بمعناه عن النبي صلى الله عليه وسلم,13,51,Sahih,Sahih,Hasan Sahih,Hasan
2226,2226,"حدثنا سليمان بن حرب، حدثنا حماد، عن ايوب، عن ابي قلابة، عن ابي اسماء، عن ثوبان، قال قال رسول الله صلى الله عليه وسلم "" ايما امراة سالت زوجها طلاقا في غير ما باس فحرام عليها رايحة الجنة",13,52,Sahih,Sahih,,Isnaad Sahih
2227,2227,"حدثنا القعنبي، عن مالك، عن يحيى بن سعيد، عن عمرة بنت عبد الرحمن بن سعد بن زرارة، انها اخبرته عن حبيبة بنت سهل الانصارية، انها كانت تحت ثابت بن قيس بن شماس وان رسول الله صلى الله عليه وسلم خرج الى الصبح فوجد حبيبة بنت سهل عند بابه في الغلس فقال رسول الله صلى الله عليه وسلم "" من هذه "" . فقالت انا حبيبة بنت سهل . قال "" ما شانك "" . قالت لا انا ولا ثابت بن قيس . لزوجها فلما جاء ثابت بن قيس قال له رسول الله صلى الله عليه وسلم "" هذه حبيبة بنت سهل "" . وذكرت ما شاء الله ان تذكر وقالت حبيبة يا رسول الله كل ما اعطاني عندي . فقال رسول الله صلى الله عليه وسلم لثابت بن قيس "" خذ منها "" . فاخذ منها وجلست هي في اهلها",13,53,Sahih,Sahih,,Isnaad Sahih
2228,2228,"حدثنا محمد بن معمر، حدثنا ابو عامر عبد الملك بن عمرو، حدثنا ابو عمرو السدوسي المديني، عن عبد الله بن ابي بكر بن محمد بن عمرو بن حزم، عن عمرة، عن عايشة، ان حبيبة بنت سهل، كانت عند ثابت بن قيس بن شماس فضربها فكسر بعضها فاتت رسول الله صلى الله عليه وسلم بعد الصبح فاشتكته اليه فدعا النبي صلى الله عليه وسلم ثابتا فقال "" خذ بعض مالها وفارقها "" . فقال ويصلح ذلك يا رسول الله قال "" نعم "" . قال فاني اصدقتها حديقتين وهما بيدها فقال النبي صلى الله عليه وسلم "" خذهما ففارقها "" . ففعل",13,54,Sahih,Sahih,Sahih Lighairihi,Isnaad Hasan
